Unnamed: 0,Entry No.,Entry Date,Brand,Category,Marketing Group,Size,Manufacturing Co.,Qty(Unit1),Free Qty(Unit1),Amount,MRP
3310,S7895,03/01/2024,Kitoozzz,Blazer Set<>,BABA KIDS WEAR,2,UNIDENTIFIED,1.0,0.0,1492.0,1860.0
3311,S8142,14/01/2024,Kitoozzz,Blazer Set<>,BABA KIDS WEAR,3,UNIDENTIFIED,1.0,0.0,1536.0,1910.0
3312,S8183,16/01/2024,Kitoozzz,Blazer Set<>,BABA KIDS WEAR,1,UNIDENTIFIED,1.0,0.0,1427.0,1800.0
3313,S8967,15/02/2024,Kitoozzz,Blazer Set<>,BABA KIDS WEAR,5,UNIDENTIFIED,1.0,0.0,1261.0,2030.0
3314,S9664,17/03/2024,Kitoozzz,Blazer Set<>,BABA KIDS WEAR,4,UNIDENTIFIED,1.0,0.0,1580.0,1970.0
3316,S8003,07/01/2024,Kitoozzz,Blazer Set<>,BABA KIDS WEAR,XL,UNIDENTIFIED,1.0,0.0,934.0,1330.0
3317,S8731,05/02/2024,Kitoozzz,Blazer Set<>,BABA KIDS WEAR,M,UNIDENTIFIED,1.0,0.0,858.0,1230.0
3318,S9052,19/02/2024,Kitoozzz,Blazer Set<>,BABA KIDS WEAR,L,UNIDENTIFIED,1.0,0.0,1011.0,1280.0
3319,S9376,05/03/2024,Kitoozzz,Blazer Set<>,BABA KIDS WEAR,M,UNIDENTIFIED,1.0,0.0,858.0,1230.0
3320,S9585,14/03/2024,Kitoozzz,Blazer Set<>,BABA KIDS WEAR,XL,UNIDENTIFIED,1.0,0.0,904.0,1330.0
3322,S7999,07/01/2024,Kitoozzz,Jodhpuri Suit >,BABA KIDS WEAR,4,UNIDENTIFIED,1.0,0.0,1742.0,2180.0
3323,S8202,17/01/2024,Kitoozzz,Jodhpuri Suit >,BABA KIDS WEAR,2,UNIDENTIFIED,1.0,0.0,1270.0,2070.0
3324,S8202,17/01/2024,Kitoozzz,Jodhpuri Suit >,BABA KIDS WEAR,3,UNIDENTIFIED,1.0,0.0,1304.0,2120.0
3325,S8214,17/01/2024,Kitoozzz,Jodhpuri Suit >,BABA KIDS WEAR,5,UNIDENTIFIED,1.0,0.0,1786.0,2230.0
3326,S8539,28/01/2024,Kitoozzz,Jodhpuri Suit >,BABA KIDS WEAR,1,UNIDENTIFIED,1.0,0.0,1608.0,2000.0
3328,S8160,14/01/2024,Kitoozzz,Blazer Set<>,BABA KIDS WEAR,2,UNIDENTIFIED,1.0,0.0,1317.0,1645.0
3329,S8183,16/01/2024,Kitoozzz,Blazer Set<>,BABA KIDS WEAR,1,UNIDENTIFIED,1.0,0.0,1257.0,1585.0
3330,S8318,21/01/2024,Kitoozzz,Blazer Set<>,BABA KIDS WEAR,5,UNIDENTIFIED,1.0,0.0,1451.0,1825.0
3331,S8322,21/01/2024,Kitoozzz,Blazer Set<>,BABA KIDS WEAR,3,UNIDENTIFIED,1.0,0.0,1340.0,1705.0
3332,S8844,10/02/2024,Kitoozzz,Blazer Set<>,BABA KIDS WEAR,4,UNIDENTIFIED,1.0,0.0,939.0,1765.0
3334,S9095,21/02/2024,Koolme,Suit-Full-Denim <,BABA KIDS WEAR,0,IndraVidhya Garments,1.0,0.0,436.0,580.0
3335,S9219,27/02/2024,Koolme,Suit-Full-Denim <,BABA KIDS WEAR,1,IndraVidhya Garments,1.0,0.0,428.0,600.0
3337,S8498,27/01/2024,Krishna,Gown-Feeding ,GIRLS WEAR,free,VIJAY SHREE GARMENTS,1.0,0.0,298.0,445.0
3338,S9080,21/02/2024,Krishna,Gown-Feeding ,GIRLS WEAR,free,VIJAY SHREE GARMENTS,1.0,0.0,352.0,445.0
3340,S8860,11/02/2024,Krockers,T-Shirt-Half <>,GENTS WEAR,44,Manibhadra Sales(9926019900),1.0,0.0,999.0,1199.0
3342,S9320,03/03/2024,Krockers,T-Shirt-Half <>,GENTS WEAR,42,Manibhadra Sales(9926019900),1.0,0.0,1071.0,1299.0
3343,S9607,15/03/2024,Krockers,T-Shirt-Half <>,GENTS WEAR,40,Manibhadra Sales(9926019900),1.0,0.0,862.0,1299.0
3345,S9467,09/03/2024,Krockers,Lower-DryFit<,GENTS WEAR,38,Manibhadra Sales(9926019900),1.0,0.0,761.0,799.0
3347,S9656,17/03/2024,Krombi kids,Jeans-Jogger<,GIRLS KIDS WEAR,34,UNIDENTIFIED,1.0,0.0,354.0,400.0
3349,S8302,21/01/2024,Kvr,Jacket<>,GIRLS WOOLEN,M,UNIDENTIFIED,1.0,0.0,1897.0,2375.0
3351,S8972,15/02/2024,Kvr,Coat<>,GIRLS WOOLEN,L,UNIDENTIFIED,1.0,0.0,2013.0,2775.0
3353,S8133,11/01/2024,Kvr,Jacket<>,GIRLS WOOLEN,XL,UNIDENTIFIED,1.0,0.0,985.0,1925.0
3354,S8386,24/01/2024,Kvr,Jacket<>,GIRLS WOOLEN,XL,UNIDENTIFIED,1.0,0.0,0.0,1925.0
3355,S8427,24/01/2024,Kvr,Jacket<>,GIRLS WOOLEN,M,UNIDENTIFIED,1.0,0.0,911.0,1925.0
3357,S8396,24/01/2024,L/s sports,Lower-Sports <,BABA KIDS WEAR,22,UNIDENTIFIED,1.0,0.0,129.0,135.0
3358,S8396,24/01/2024,L/s sports,Lower-Sports <,BABA KIDS WEAR,24,UNIDENTIFIED,1.0,0.0,139.0,145.0
3359,S8398,24/01/2024,L/s sports,Lower-Sports <,BABA KIDS WEAR,26,UNIDENTIFIED,1.0,0.0,127.0,155.0
3360,S8430,24/01/2024,L/s sports,Lower-Sports <,BABA KIDS WEAR,28,UNIDENTIFIED,1.0,0.0,157.0,165.0
3362,S7966,05/01/2024,Lattu,SWEATER<,Baba Woolen Wear,26,UNIDENTIFIED,1.0,0.0,605.0,705.0
3363,S8008,07/01/2024,Lattu,SWEATER<,Baba Woolen Wear,26,UNIDENTIFIED,1.0,0.0,985.0,1035.0
3364,S8330,21/01/2024,Lattu,SWEATER<,Baba Woolen Wear,26,UNIDENTIFIED,1.0,0.0,604.0,705.0
3366,S8270,20/01/2024,Lattu,Cardigan<,GIRLS WOOLEN,free,UNIDENTIFIED,1.0,0.0,455.0,745.0
3367,S8275,20/01/2024,Lattu,Cardigan<,GIRLS WOOLEN,free,UNIDENTIFIED,1.0,0.0,476.0,745.0
3369,S8370,23/01/2024,Lattu,Cardigan-S/L <,GIRLS WOOLEN,free,UNIDENTIFIED,1.0,0.0,524.0,770.0
3371,S8044,08/01/2024,Lattu,SWEATER<,Baba Woolen Wear,30,UNIDENTIFIED,1.0,0.0,655.0,800.0
3373,S7908,03/01/2024,Lattu,Cardigan<,GIRLS WOOLEN,free,UNIDENTIFIED,1.0,0.0,735.0,970.0
3374,S8253,19/01/2024,Lattu,Cardigan<,GIRLS WOOLEN,free,UNIDENTIFIED,1.0,0.0,666.0,970.0
3376,S9060,19/02/2024,Lattu,Cardigan<,GIRLS WOOLEN,free,UNIDENTIFIED,1.0,0.0,853.0,990.0
3377,S9278,01/03/2024,Lattu,Cardigan<,GIRLS WOOLEN,free,UNIDENTIFIED,1.0,0.0,767.0,990.0
3379,S8852,10/02/2024,Lattu,Cardigan<,GIRLS WOOLEN,free,UNIDENTIFIED,1.0,0.0,714.0,1030.0
3381,S7980,06/01/2024,Lattu,SWEATER<,GENTS WOOLEN ,M,UNIDENTIFIED,2.0,0.0,1428.0,1025.0
3382,S8118,11/01/2024,Lattu,SWEATER<,GENTS WOOLEN ,M,UNIDENTIFIED,1.0,0.0,714.0,1025.0
3383,S8294,21/01/2024,Lattu,SWEATER<,GENTS WOOLEN ,M,UNIDENTIFIED,1.0,0.0,800.0,1025.0
3384,S8333,21/01/2024,Lattu,SWEATER<,GENTS WOOLEN ,L,UNIDENTIFIED,1.0,0.0,0.0,1065.0
3385,S8950,15/02/2024,Lattu,SWEATER<,GENTS WOOLEN ,L,UNIDENTIFIED,1.0,0.0,793.0,1065.0
3387,S8126,11/01/2024,Lattu,SWEATER<,GENTS WOOLEN ,L,UNIDENTIFIED,1.0,0.0,762.0,1065.0
3389,S9380,06/03/2024,Lattu,Cardigan<,GIRLS WOOLEN,free,UNIDENTIFIED,1.0,0.0,762.0,965.0
3391,S8355,22/01/2024,Lattu,Cardigan<,GIRLS WOOLEN,free,UNIDENTIFIED,1.0,0.0,909.0,1060.0
3393,S8053,08/01/2024,Lattu,Cardigan<,GIRLS WOOLEN,Long,UNIDENTIFIED,1.0,0.0,761.0,1090.0
3394,S8054,08/01/2024,Lattu,Cardigan<,GIRLS WOOLEN,Long,UNIDENTIFIED,1.0,0.0,762.0,1090.0
3395,S8608,31/01/2024,Lattu,Cardigan<,GIRLS WOOLEN,Long,UNIDENTIFIED,1.0,0.0,762.0,1090.0
3397,S8060,08/01/2024,Lattu,Cardigan<>,GIRLS WOOLEN,free,UNIDENTIFIED,1.0,0.0,823.0,1210.0
3398,S8628,01/02/2024,Lattu,Cardigan<>,GIRLS WOOLEN,free,UNIDENTIFIED,1.0,0.0,858.0,1210.0
3400,S7971,05/01/2024,Lattu,Cardigan<>,GIRLS WOOLEN,long,UNIDENTIFIED,1.0,0.0,952.0,1455.0
3402,S8047,08/01/2024,Lattu,Upper<,GIRLS WOOLEN,L,UNIDENTIFIED,1.0,0.0,567.0,655.0
3404,S8161,14/01/2024,Lavish,Suede P/O<,Baby Woolen Wear,32,UNIDENTIFIED,1.0,0.0,453.0,475.0
3406,S9804,22/03/2024,Laxhmi,TOP<,GIRLS WEAR,free,Laxhmi Hosiery House,1.0,0.0,837.0,990.0
3408,S9703,18/03/2024,Laxhmi,coord set ,GIRLS WEAR,free,Laxhmi Hosiery House,1.0,0.0,551.0,795.0
3409,S9755,20/03/2024,Laxhmi,coord set ,GIRLS WEAR,free,Laxhmi Hosiery House,3.0,0.0,1812.0,795.0
3410,S9851,23/03/2024,Laxhmi,coord set ,GIRLS WEAR,free,Laxhmi Hosiery House,1.0,0.0,638.0,795.0
3412,S8496,27/01/2024,Laxhmi,Jacket-Denim<,GIRLS WEAR,XL,Laxhmi Hosiery House,1.0,0.0,572.0,820.0
3413,S8586,30/01/2024,Laxhmi,Jacket-Denim<,GIRLS WEAR,XXL,Laxhmi Hosiery House,1.0,0.0,686.0,820.0
3414,S8782,07/02/2024,Laxhmi,Jacket-Denim<,GIRLS WEAR,L,Laxhmi Hosiery House,1.0,0.0,686.0,820.0
3415,S9513,11/03/2024,Laxhmi,Jacket-Denim<,GIRLS WEAR,L,Laxhmi Hosiery House,1.0,0.0,567.0,820.0
3417,S9463,09/03/2024,Laxmi,TOP<,GIRLS KIDS WEAR,36,Laxhmi Hosiery House,1.0,0.0,643.0,745.0
3419,S8953,15/02/2024,Laxmi,Top-T-Shirt <,GIRLS WEAR,Free,Laxhmi Hosiery House,1.0,0.0,238.0,340.0
3421,S8600,31/01/2024,Laxmi,PLAZO<,GIRLS WEAR,free,UNIDENTIFIED,1.0,0.0,261.0,275.0
3423,S8311,21/01/2024,Laxmi,Top-Shirt<,GIRLS WEAR,XXL,UNIDENTIFIED,1.0,0.0,360.0,475.0
3425,S9143,23/02/2024,Laxmi,Top-Shirt<,GIRLS WEAR,XXL,Laxhmi Hosiery House,1.0,0.0,377.0,650.0
3427,S7970,05/01/2024,Laxmi,Top-Shirt<,GIRLS WEAR,L,Laxhmi Hosiery House,1.0,0.0,483.0,710.0
3428,S9321,03/03/2024,Laxmi,Top-Shirt<,GIRLS WEAR,XXL,Laxhmi Hosiery House,1.0,0.0,529.0,710.0
3430,S9133,23/02/2024,Laxmi,H-Pant-Hosiery <,GIRLS WEAR,free,UNIDENTIFIED,1.0,0.0,129.0,135.0
3432,S8004,07/01/2024,Lbr,Jacket-Tweed-S/L >,GENTS WOOLEN ,40,UNIDENTIFIED,1.0,0.0,2165.0,2775.0
3434,S8004,07/01/2024,Lbr,Jacket-Tweed-S/L >,GENTS WOOLEN ,42,UNIDENTIFIED,1.0,0.0,2638.0,3365.0
3436,S8232,18/01/2024,Lbr,JACKET-Tweed >,GENTS WOOLEN ,44,UNIDENTIFIED,1.0,0.0,2209.0,3785.0
3438,S8587,30/01/2024,Lbr,JACKET >,GENTS WOOLEN ,40,UNIDENTIFIED,1.0,0.0,2264.0,3540.0
3440,S7870,01/01/2024,Lbr,Jacket<>,GENTS WOOLEN ,46,UNIDENTIFIED,1.0,0.0,952.0,1285.0
3442,S7898,03/01/2024,Lbr,Sweater<>,GENTS WOOLEN ,38,UNIDENTIFIED,1.0,0.0,1250.0,1670.0
3443,S7949,05/01/2024,Lbr,Sweater<>,GENTS WOOLEN ,42,UNIDENTIFIED,1.0,0.0,1069.0,1670.0
3445,S7949,05/01/2024,Lbr,Sweater<>,GENTS WOOLEN ,42,UNIDENTIFIED,1.0,0.0,970.0,1530.0
3447,S7949,05/01/2024,Lbr,Sweater-S/L<>,GENTS WOOLEN ,42,UNIDENTIFIED,1.0,0.0,890.0,1315.0
3448,S7990,06/01/2024,Lbr,Sweater-S/L<>,GENTS WOOLEN ,40,UNIDENTIFIED,1.0,0.0,904.0,1315.0
3449,S8968,15/02/2024,Lbr,Sweater-S/L<>,GENTS WOOLEN ,44,UNIDENTIFIED,1.0,0.0,923.0,1315.0
3451,S7948,05/01/2024,Lbr,Sweater-S/L<>,GENTS WOOLEN ,44,UNIDENTIFIED,1.0,0.0,898.0,1275.0
3452,S8093,10/01/2024,Lbr,Sweater-S/L<>,GENTS WOOLEN ,40,UNIDENTIFIED,1.0,0.0,1023.0,1275.0
3454,S7962,05/01/2024,Lbr,Sweater-S/L<>,GENTS WOOLEN ,38,UNIDENTIFIED,1.0,0.0,0.0,1260.0
3455,S8938,14/02/2024,Lbr,Sweater-S/L<>,GENTS WOOLEN ,38,UNIDENTIFIED,1.0,0.0,862.0,1260.0
3457,S7974,06/01/2024,Lbr,Sweater<>,GENTS WOOLEN ,40,UNIDENTIFIED,1.0,0.0,980.0,1425.0
3459,S9171,25/02/2024,Lecarde,Shirt-Full<,GENTS WEAR,44,UNIDENTIFIED,1.0,0.0,0.0,650.0
3461,S8691,04/02/2024,Leefrance,Jeans-Bell Bottom <>,GIRLS WEAR,32,UNIDENTIFIED,1.0,0.0,865.0,1099.0
3463,S7998,07/01/2024,Leguards,JEANS<,BABA KIDS WEAR,34,UNIDENTIFIED,1.0,0.0,990.0,1040.0
3465,S8969,15/02/2024,Leguards,JEANS<,BABA KIDS WEAR,40,UNIDENTIFIED,1.0,0.0,748.0,955.0
3467,S8851,10/02/2024,Lemaire,Cardigan<>,GIRLS WOOLEN,free,UNIDENTIFIED,1.0,0.0,1268.0,1975.0
3468,S8929,14/02/2024,Lemaire,Cardigan<>,GIRLS WOOLEN,free,UNIDENTIFIED,1.0,0.0,1097.0,1975.0
3470,S7983,06/01/2024,Lemaire,Cardigan<>,GIRLS WOOLEN,free,UNIDENTIFIED,1.0,0.0,1072.0,2010.0
3472,S8226,18/01/2024,Lemaire,WOOLEN TOP<>,GIRLS WOOLEN,free,UNIDENTIFIED,1.0,0.0,948.0,1395.0
3474,S7928,04/01/2024,Lemaire,WOOLEN TOP<>,GIRLS WOOLEN,free,UNIDENTIFIED,1.0,0.0,963.0,1520.0
3475,S7929,04/01/2024,Lemaire,WOOLEN TOP<>,GIRLS WOOLEN,free,UNIDENTIFIED,1.0,0.0,952.0,1520.0
3476,S7984,06/01/2024,Lemaire,WOOLEN TOP<>,GIRLS WOOLEN,free,UNIDENTIFIED,1.0,0.0,956.0,1520.0
3478,S8267,19/01/2024,Lemaire,WOOLEN TOP<>,GIRLS WOOLEN,free,UNIDENTIFIED,1.0,0.0,1219.0,1525.0
3480,S8011,07/01/2024,Lemaire,WOOLEN TOP<>,GIRLS WOOLEN,free,UNIDENTIFIED,1.0,0.0,1206.0,1500.0
3481,S8022,07/01/2024,Lemaire,WOOLEN TOP<>,GIRLS WOOLEN,free,UNIDENTIFIED,1.0,0.0,952.0,1500.0
3483,S8648,02/02/2024,Lemaire,Cardigan<>,GIRLS WOOLEN,free,UNIDENTIFIED,1.0,0.0,1094.0,1795.0
3485,S7974,06/01/2024,Lemaire,Cardigan<>,GIRLS WOOLEN,free,UNIDENTIFIED,1.0,0.0,1056.0,1635.0
3486,S8537,28/01/2024,Lemaire,Cardigan<>,GIRLS WOOLEN,free,UNIDENTIFIED,1.0,0.0,1182.0,1635.0
3490,S8477,26/01/2024,Lemaire,Cardigan<>,GIRLS WOOLEN,free,UNIDENTIFIED,1.0,0.0,947.0,1825.0
3492,S8292,20/01/2024,Lemaire,Cardigan<>,GIRLS WOOLEN,free,UNIDENTIFIED,1.0,0.0,1160.0,1625.0
3494,S9706,18/03/2024,Lemon,Top-T-shirt-OverSize <,GIRLS WEAR,XXL,Laxhmi Hosiery House,2.0,0.0,673.0,585.0
3496,S9497,10/03/2024,Lemon,Top-T-shirt-OverSize <,GIRLS WEAR,XXL,Laxhmi Hosiery House,1.0,0.0,444.0,495.0
3498,S9321,03/03/2024,Lepebble,Jeans-Straight Fit<,GIRLS WEAR,40,Laxhmi Hosiery House,1.0,0.0,995.0,1370.0
3499,S10010,29/03/2024,Lepebble,Jeans-Straight Fit<,GIRLS WEAR,36,Laxhmi Hosiery House,1.0,0.0,995.0,1370.0
3501,S9925,27/03/2024,Libas,Capri-Cotton <,GENTS WEAR,XL,UNIDENTIFIED,1.0,0.0,539.0,685.0
3503,S9652,17/03/2024,Libas,Lower-Cotton <,GENTS WEAR,42,UNIDENTIFIED,1.0,0.0,476.0,630.0
3505,S7904,03/01/2024,Life,Cargo<,BABA KIDS WEAR,30,UNIDENTIFIED,1.0,0.0,666.0,700.0
3506,S9322,03/03/2024,Life,Cargo<,BABA KIDS WEAR,24,UNIDENTIFIED,1.0,0.0,496.0,640.0
3508,S9094,21/02/2024,Lillybell,Jeans Top(set) <,GIRLS KIDS WEAR,22,Asha Marketing Co.,1.0,0.0,762.0,1120.0
3509,S9511,11/03/2024,Lillybell,Jeans Top(set) <,GIRLS KIDS WEAR,26,Asha Marketing Co.,1.0,0.0,981.0,1220.0
3510,S9835,23/03/2024,Lillybell,Jeans Top(set) <,GIRLS KIDS WEAR,30,Asha Marketing Co.,1.0,0.0,904.0,1310.0
3511,S9920,27/03/2024,Lillybell,Jeans Top(set) <,GIRLS KIDS WEAR,32,Asha Marketing Co.,1.0,0.0,908.0,1360.0
3513,S9099,21/02/2024,Lillybell,Jeans Top(set) <,GIRLS KIDS WEAR,28,Asha Marketing Co.,1.0,0.0,814.0,1175.0
3514,S9620,16/03/2024,Lillybell,Jeans Top(set) <,GIRLS KIDS WEAR,22,Asha Marketing Co.,1.0,0.0,762.0,1065.0
3516,S7915,03/01/2024,Limia,Jeans-Straight Fit<,GIRLS KIDS WEAR,24,Laxhmi Hosiery House,1.0,0.0,0.0,1130.0
3517,S9185,25/02/2024,Limia,Jeans-Straight Fit<,GIRLS KIDS WEAR,22,Laxhmi Hosiery House,1.0,0.0,604.0,1130.0
3519,S8564,29/01/2024,Limia,Jeans-Straight Fit<,GIRLS KIDS WEAR,22,Laxhmi Hosiery House,1.0,0.0,666.0,1130.0
3521,S8960,15/02/2024,Little baby,Frock-Leggy<,GIRLS KIDS WEAR,22,UNIDENTIFIED,1.0,0.0,620.0,805.0
3523,S9065,19/02/2024,Little baby,Frock-Leggy-Set<>,GIRLS KIDS WEAR,30,UNIDENTIFIED,1.0,0.0,1075.0,1205.0
3525,S9946,28/03/2024,Little baby,TOP SKIRT <,GIRLS KIDS WEAR,22,UNIDENTIFIED,1.0,0.0,752.0,790.0
3527,S8561,29/01/2024,Little baby,Frock-Leggy<,GIRLS KIDS WEAR,20,UNIDENTIFIED,1.0,0.0,572.0,800.0
3529,S8239,19/01/2024,Little baby,coord set ,GIRLS KIDS WEAR,28,Asha Marketing Co.,1.0,0.0,683.0,945.0
3530,S8730,05/02/2024,Little baby,coord set ,GIRLS KIDS WEAR,24,Asha Marketing Co.,1.0,0.0,747.0,885.0
3532,S7994,07/01/2024,Little baby,coord set ,GIRLS KIDS WEAR,18,Asha Marketing Co.,1.0,0.0,476.0,680.0
3534,S9913,27/03/2024,Little bells,T.P.H-Pant,GIRLS KIDS WEAR,30,UNIDENTIFIED,1.0,0.0,611.0,825.0
3536,S7902,03/01/2024,Little blooms,SKIVI<,Baba Woolen Wear,32,UNIDENTIFIED,1.0,0.0,380.0,480.0
3538,S8709,04/02/2024,Little blooms,Pajami<,BABA KIDS WEAR,26,UNIDENTIFIED,1.0,0.0,109.0,145.0
3539,S9921,27/03/2024,Little blooms,Pajami<,BABA KIDS WEAR,28,UNIDENTIFIED,2.0,0.0,220.0,150.0
3541,S8447,25/01/2024,Little johny,Gift Set<,BABA KIDS WEAR,0,Abeer Trading,1.0,0.0,190.0,210.0
3543,S9457,09/03/2024,Little johny,Gift Set<,BABA KIDS WEAR,0,Abeer Trading,1.0,0.0,261.0,345.0
3544,S9466,09/03/2024,Little johny,Gift Set<,BABA KIDS WEAR,0,Abeer Trading,2.0,0.0,476.0,345.0
3545,S9873,24/03/2024,Little johny,Gift Set<,BABA KIDS WEAR,0,Abeer Trading,1.0,0.0,256.0,345.0
3547,S9871,24/03/2024,Little stud,T-Shirt-F<,BABA KIDS WEAR,16,UNIDENTIFIED,1.0,0.0,142.0,190.0
3548,S9871,24/03/2024,Little stud,T-Shirt-F<,BABA KIDS WEAR,18,UNIDENTIFIED,1.0,0.0,150.0,200.0
3550,S9007,17/02/2024,Little stud,H-Pant-Hosiery <,BABA KIDS WEAR,20,UNIDENTIFIED,1.0,0.0,0.0,80.0
3551,S9678,17/03/2024,Little stud,H-Pant-Hosiery <,BABA KIDS WEAR,18,UNIDENTIFIED,2.0,0.0,142.0,75.0
3553,S9287,01/03/2024,Littlebee,Frock<,GIRLS KIDS WEAR,24,UNIDENTIFIED,1.0,0.0,524.0,710.0
3555,S7976,06/01/2024,Littlebee,Frock<,GIRLS KIDS WEAR,22,UNIDENTIFIED,1.0,0.0,639.0,685.0
3556,S8355,22/01/2024,Littlebee,Frock<,GIRLS KIDS WEAR,26,UNIDENTIFIED,1.0,0.0,709.0,745.0
3557,S9289,01/03/2024,Littlebee,Frock<,GIRLS KIDS WEAR,22,UNIDENTIFIED,1.0,0.0,480.0,685.0
3559,S8286,20/01/2024,Littlecollars,Coat Suit <>,BABA KIDS WEAR,3,Asha Marketing Co.,1.0,0.0,1196.0,1775.0
3561,S8201,17/01/2024,Littlepride,Suede P/O<,Baby Woolen Wear,26,UNIDENTIFIED,1.0,0.0,522.0,715.0
3563,S8045,08/01/2024,Littleprincess,Woolen Frock,Baby Woolen Wear,20,UNIDENTIFIED,1.0,0.0,564.0,690.0
3564,S8388,24/01/2024,Littleprincess,Woolen Frock,Baby Woolen Wear,20,UNIDENTIFIED,1.0,0.0,644.0,690.0
3566,S9547,13/03/2024,Logus,Top-Shirt<,GIRLS WEAR,M,Laxhmi Hosiery House,1.0,0.0,557.0,655.0
3568,S9479,10/03/2024,Logus,Top-Shirt<,GIRLS WEAR,XXL,Laxhmi Hosiery House,1.0,0.0,557.0,655.0
3570,S9124,23/02/2024,Logus,Top-Shirt<,GIRLS WEAR,L,Laxhmi Hosiery House,1.0,0.0,567.0,780.0
3572,S8494,26/01/2024,Look,TOP<,GIRLS KIDS WEAR,24,UNIDENTIFIED,1.0,0.0,496.0,520.0
3691,S8886,11/02/2024,Lory,Top-T-Shirt <,GIRLS WEAR,XL,UNIDENTIFIED,1.0,0.0,428.0,450.0
3693,S7953,05/01/2024,Lory,Suede P/O<,Baby Woolen Wear,34,UNIDENTIFIED,1.0,0.0,379.0,530.0
3695,S7882,02/01/2024,Lory,Lower<,Baby Woolen Wear,32,UNIDENTIFIED,1.0,0.0,270.0,395.0
3696,S8461,25/01/2024,Lory,Lower<,Baby Woolen Wear,26,UNIDENTIFIED,2.0,0.0,620.0,365.0
3698,S8014,07/01/2024,Lory,Suede P/O<,Baby Woolen Wear,24,UNIDENTIFIED,1.0,0.0,405.0,465.0
3700,S9177,25/02/2024,Lory,Top-T-Shirt <,GIRLS WEAR,XXL,UNIDENTIFIED,1.0,0.0,314.0,330.0
3701,S9177,25/02/2024,Lory,Top-T-Shirt <,GIRLS WEAR,XL,UNIDENTIFIED,1.0,0.0,299.0,315.0
3703,S8718,04/02/2024,Lory,Top-T-Shirt <,GIRLS WEAR,L,UNIDENTIFIED,1.0,0.0,327.0,345.0
3704,S9259,29/02/2024,Lory,Top-T-Shirt <,GIRLS WEAR,3XL,UNIDENTIFIED,1.0,0.0,352.0,370.0
3705,S9712,19/03/2024,Lory,Top-T-Shirt <,GIRLS WEAR,L,UNIDENTIFIED,1.0,0.0,267.0,345.0
3707,S9806,22/03/2024,Lory,Top-T-Shirt <,GIRLS KIDS WEAR,34,UNIDENTIFIED,1.0,0.0,417.0,530.0
3708,S10030,31/03/2024,Lory,Top-T-Shirt <,GIRLS KIDS WEAR,36,UNIDENTIFIED,1.0,0.0,411.0,530.0
3710,S9611,16/03/2024,Lory,Top-T-Shirt <,GIRLS WEAR,M,UNIDENTIFIED,1.0,0.0,375.0,550.0
3711,S9719,19/03/2024,Lory,Top-T-Shirt <,GIRLS WEAR,L,UNIDENTIFIED,1.0,0.0,382.0,550.0
3712,S9911,26/03/2024,Lory,Top-T-Shirt <,GIRLS WEAR,M,UNIDENTIFIED,1.0,0.0,386.0,550.0
3713,S9939,28/03/2024,Lory,Top-T-Shirt <,GIRLS WEAR,L,UNIDENTIFIED,1.0,0.0,471.0,550.0
3715,S9703,18/03/2024,Lory,Top-T-Shirt <,GIRLS KIDS WEAR,M,UNIDENTIFIED,1.0,0.0,401.0,560.0
3716,S9719,19/03/2024,Lory,Top-T-Shirt <,GIRLS KIDS WEAR,L,UNIDENTIFIED,1.0,0.0,390.0,560.0
3717,S9796,21/03/2024,Lory,Top-T-Shirt <,GIRLS KIDS WEAR,XL,UNIDENTIFIED,1.0,0.0,481.0,560.0
3718,S9922,27/03/2024,Lory,Top-T-Shirt <,GIRLS KIDS WEAR,XL,UNIDENTIFIED,1.0,0.0,0.0,560.0
3720,S9651,17/03/2024,Lory,Top-T-Shirt <,GIRLS WEAR,XL,UNIDENTIFIED,1.0,0.0,466.0,550.0
3721,S9762,20/03/2024,Lory,Top-T-Shirt <,GIRLS WEAR,L,UNIDENTIFIED,1.0,0.0,376.0,550.0
3722,S9796,21/03/2024,Lory,Top-T-Shirt <,GIRLS WEAR,XL,UNIDENTIFIED,1.0,0.0,466.0,550.0
3723,S9887,24/03/2024,Lory,Top-T-Shirt <,GIRLS WEAR,XL,UNIDENTIFIED,1.0,0.0,466.0,550.0
3724,S9922,27/03/2024,Lory,Top-T-Shirt <,GIRLS WEAR,XL,UNIDENTIFIED,1.0,0.0,0.0,550.0
3725,S9961,28/03/2024,Lory,Top-T-Shirt <,GIRLS WEAR,M,UNIDENTIFIED,2.0,0.0,934.0,550.0
3727,S9712,19/03/2024,Lory,Top-T-Shirt <,GIRLS KIDS WEAR,36,UNIDENTIFIED,1.0,0.0,360.0,505.0
3728,S9762,20/03/2024,Lory,Top-T-Shirt <,GIRLS KIDS WEAR,34,UNIDENTIFIED,2.0,0.0,681.0,505.0
3729,S9806,22/03/2024,Lory,Top-T-Shirt <,GIRLS KIDS WEAR,36,UNIDENTIFIED,1.0,0.0,420.0,505.0
3730,S9912,27/03/2024,Lory,Top-T-Shirt <,GIRLS KIDS WEAR,32,UNIDENTIFIED,1.0,0.0,333.0,505.0
3731,S9931,27/03/2024,Lory,Top-T-Shirt <,GIRLS KIDS WEAR,36,UNIDENTIFIED,1.0,0.0,353.0,505.0
3732,S9936,27/03/2024,Lory,Top-T-Shirt <,GIRLS KIDS WEAR,36,UNIDENTIFIED,1.0,0.0,379.0,505.0
