Unnamed: 0,Entry No.,Entry Date,Brand,Category,Marketing Group,Size,Manufacturing Co.,Qty(Unit1),Free Qty(Unit1),Amount,MRP
2,S9461,09/03/2024,1+studio,TOP<,GIRLS WEAR,free,Laxhmi Hosiery House,1.0,0.0,567.0,665.0
3,S9632,16/03/2024,1+studio,TOP<,GIRLS WEAR,free,Laxhmi Hosiery House,1.0,0.0,567.0,665.0
5,S10044,31/03/2024,1+studio,Top-Crop <,GIRLS WEAR,free,Laxhmi Hosiery House,1.0,0.0,613.0,715.0
7,S9538,12/03/2024,1+studio,TOP<,GIRLS WEAR,free,Laxhmi Hosiery House,1.0,0.0,562.0,665.0
8,S9632,16/03/2024,1+studio,TOP<,GIRLS WEAR,free,Laxhmi Hosiery House,1.0,0.0,562.0,665.0
10,S9911,26/03/2024,1+studio,TOP<,GIRLS WEAR,free,Laxhmi Hosiery House,1.0,0.0,446.0,570.0
11,S10033,31/03/2024,1+studio,TOP<,GIRLS WEAR,free,Laxhmi Hosiery House,1.0,0.0,542.0,570.0
12,S10045,31/03/2024,1+studio,TOP<,GIRLS WEAR,free,Laxhmi Hosiery House,1.0,0.0,542.0,570.0
14,S9502,10/03/2024,1+studio,TOP<,GIRLS WEAR,free,Laxhmi Hosiery House,1.0,0.0,417.0,595.0
15,S9796,21/03/2024,1+studio,TOP<,GIRLS WEAR,free,Laxhmi Hosiery House,1.0,0.0,519.0,595.0
17,S9562,13/03/2024,1+studio,TOP<,GIRLS WEAR,free,Laxhmi Hosiery House,1.0,0.0,476.0,565.0
18,S9632,16/03/2024,1+studio,TOP<,GIRLS WEAR,free,Laxhmi Hosiery House,1.0,0.0,539.0,565.0
19,S10033,31/03/2024,1+studio,TOP<,GIRLS WEAR,free,Laxhmi Hosiery House,1.0,0.0,539.0,565.0
21,S9486,10/03/2024,1+studio,TOP<,GIRLS WEAR,free,Laxhmi Hosiery House,1.0,0.0,431.0,640.0
22,S9745,20/03/2024,1+studio,TOP<,GIRLS WEAR,free,Laxhmi Hosiery House,1.0,0.0,525.0,640.0
24,S9021,17/02/2024,12gm,JEANS<,GENTS WEAR,38,UNIDENTIFIED,1.0,0.0,686.0,1195.0
26,S9630,16/03/2024,1ststep,Capri-Hosiery <,GENTS WEAR,3XL,UNIDENTIFIED,1.0,0.0,239.0,534.0
27,S9654,17/03/2024,1ststep,Capri-Hosiery <,GENTS WEAR,XXL,UNIDENTIFIED,1.0,0.0,238.0,517.0
28,S10022,31/03/2024,1ststep,Capri-Hosiery <,GENTS WEAR,XXL,UNIDENTIFIED,1.0,0.0,291.0,517.0
30,S9216,27/02/2024,1ststep,Lower-Hosiery <,GENTS WEAR,42,UNIDENTIFIED,1.0,0.0,262.0,370.0
31,S9707,19/03/2024,1ststep,Lower-Hosiery <,GENTS WEAR,40,UNIDENTIFIED,1.0,0.0,277.0,360.0
33,S9416,07/03/2024,999,SuedeP/O<>,GENTS WOOLEN ,40,UNIDENTIFIED,1.0,0.0,762.0,1080.0
35,S8493,26/01/2024,A zone,Suit-Full+Jacket <>,BABA KIDS WEAR,2,UNIDENTIFIED,1.0,0.0,938.0,1625.0
36,S8508,27/01/2024,A zone,Suit-Full+Jacket <>,BABA KIDS WEAR,5,UNIDENTIFIED,1.0,0.0,985.0,1785.0
37,S8535,28/01/2024,A zone,Suit-Full+Jacket <>,BABA KIDS WEAR,2,UNIDENTIFIED,1.0,0.0,954.0,1625.0
38,S8568,29/01/2024,A zone,Suit-Full+Jacket <>,BABA KIDS WEAR,4,UNIDENTIFIED,1.0,0.0,962.0,1735.0
39,S8719,04/02/2024,A zone,Suit-Full+Jacket <>,BABA KIDS WEAR,8,UNIDENTIFIED,1.0,0.0,947.0,1945.0
40,S8840,10/02/2024,A zone,Suit-Full+Jacket <>,BABA KIDS WEAR,6,UNIDENTIFIED,1.0,0.0,947.0,1835.0
41,S8877,11/02/2024,A zone,Suit-Full+Jacket <>,BABA KIDS WEAR,3,UNIDENTIFIED,1.0,0.0,988.0,1685.0
42,S9051,19/02/2024,A zone,Suit-Full+Jacket <>,BABA KIDS WEAR,1,UNIDENTIFIED,1.0,0.0,1245.0,1560.0
43,S9294,02/03/2024,A zone,Suit-Full+Jacket <>,BABA KIDS WEAR,0,UNIDENTIFIED,1.0,0.0,941.0,1500.0
44,S9356,04/03/2024,A zone,Suit-Full+Jacket <>,BABA KIDS WEAR,4,UNIDENTIFIED,1.0,0.0,1116.0,1735.0
45,S9883,24/03/2024,A zone,Suit-Full+Jacket <>,BABA KIDS WEAR,1,UNIDENTIFIED,1.0,0.0,986.0,1560.0
46,S9915,27/03/2024,A zone,Suit-Full+Jacket <>,BABA KIDS WEAR,8,UNIDENTIFIED,1.0,0.0,966.0,1945.0
48,S8397,24/01/2024,A zone,Coat Suit <>,BABA KIDS WEAR,9,UNIDENTIFIED,1.0,0.0,1062.0,2860.0
49,S9384,06/03/2024,A zone,Coat Suit <>,BABA KIDS WEAR,1,UNIDENTIFIED,1.0,0.0,985.0,1900.0
50,S9561,13/03/2024,A zone,Coat Suit <>,BABA KIDS WEAR,5,UNIDENTIFIED,1.0,0.0,980.0,2380.0
52,S8582,30/01/2024,A zone,Coat Suit <>,BABA KIDS WEAR,1,UNIDENTIFIED,1.0,0.0,894.0,2340.0
53,S8825,09/02/2024,A zone,Coat Suit <>,BABA KIDS WEAR,4,UNIDENTIFIED,1.0,0.0,911.0,2700.0
54,S9164,24/02/2024,A zone,Coat Suit <>,BABA KIDS WEAR,8,UNIDENTIFIED,1.0,0.0,2495.0,3090.0
55,S9240,28/02/2024,A zone,Coat Suit <>,BABA KIDS WEAR,3,UNIDENTIFIED,1.0,0.0,2049.0,2580.0
56,S9384,06/03/2024,A zone,Coat Suit <>,BABA KIDS WEAR,2,UNIDENTIFIED,1.0,0.0,1959.0,2460.0
58,S8630,01/02/2024,A zone,Coat Suit <>,BABA KIDS WEAR,9,UNIDENTIFIED,1.0,0.0,985.0,3400.0
59,S8834,10/02/2024,A zone,Coat Suit <>,BABA KIDS WEAR,10,UNIDENTIFIED,1.0,0.0,1503.0,3500.0
60,S9363,05/03/2024,A zone,Coat Suit <>,BABA KIDS WEAR,12,UNIDENTIFIED,1.0,0.0,1067.0,3630.0
61,S9384,06/03/2024,A zone,Coat Suit <>,BABA KIDS WEAR,5,UNIDENTIFIED,1.0,0.0,2407.0,2990.0
62,S9412,07/03/2024,A zone,Coat Suit <>,BABA KIDS WEAR,3,UNIDENTIFIED,1.0,0.0,1026.0,2720.0
63,S9420,07/03/2024,A zone,Coat Suit <>,BABA KIDS WEAR,4,UNIDENTIFIED,1.0,0.0,2317.0,2850.0
65,S8872,11/02/2024,A zone,Coat Suit <>,BABA KIDS WEAR,7,UNIDENTIFIED,1.0,0.0,2408.0,3110.0
66,S8888,11/02/2024,A zone,Coat Suit <>,BABA KIDS WEAR,2,UNIDENTIFIED,1.0,0.0,980.0,2600.0
67,S9357,04/03/2024,A zone,Coat Suit <>,BABA KIDS WEAR,0,UNIDENTIFIED,1.0,0.0,1206.0,2400.0
68,S9528,11/03/2024,A zone,Coat Suit <>,BABA KIDS WEAR,5,UNIDENTIFIED,1.0,0.0,2201.0,2900.0
69,S9528,11/03/2024,A zone,Coat Suit <>,BABA KIDS WEAR,12,UNIDENTIFIED,1.0,0.0,2709.0,3650.0
71,S8420,24/01/2024,A zone,KP-Jacket <>,BABA KIDS WEAR,7,UNIDENTIFIED,1.0,0.0,860.0,1500.0
72,S8558,29/01/2024,A zone,KP-Jacket <>,BABA KIDS WEAR,1,UNIDENTIFIED,1.0,0.0,797.0,1200.0
73,S8615,01/02/2024,A zone,KP-Jacket <>,BABA KIDS WEAR,2,UNIDENTIFIED,1.0,0.0,990.0,1250.0
74,S8719,04/02/2024,A zone,KP-Jacket <>,BABA KIDS WEAR,8,UNIDENTIFIED,1.0,0.0,985.0,1550.0
75,S9220,27/02/2024,A zone,KP-Jacket <>,BABA KIDS WEAR,3,UNIDENTIFIED,1.0,0.0,868.0,1300.0
77,S7888,03/01/2024,Aanchal,Frock<>,GIRLS KIDS WEAR,20,UNIDENTIFIED,1.0,0.0,929.0,1095.0
78,S8082,10/01/2024,Aanchal,Frock<>,GIRLS KIDS WEAR,26,UNIDENTIFIED,1.0,0.0,904.0,1185.0
79,S8832,10/02/2024,Aanchal,Frock<>,GIRLS KIDS WEAR,18,UNIDENTIFIED,1.0,0.0,952.0,1065.0
80,S9484,10/03/2024,Aanchal,Frock<>,GIRLS KIDS WEAR,16,UNIDENTIFIED,1.0,0.0,929.0,1035.0
82,S8765,07/02/2024,Aanchal,Frock<>,GIRLS KIDS WEAR,24,UNIDENTIFIED,1.0,0.0,979.0,1140.0
84,S8719,04/02/2024,Aarika,Gharara<>,GIRLS KIDS WEAR,30,UNIDENTIFIED,1.0,0.0,875.0,2280.0
86,S8207,17/01/2024,Aarika,Gharara<>,GIRLS KIDS WEAR,24,UNIDENTIFIED,1.0,0.0,944.0,1740.0
87,S9914,27/03/2024,Aarika,Gharara<>,GIRLS KIDS WEAR,30,UNIDENTIFIED,1.0,0.0,875.0,2070.0
89,S9726,20/03/2024,Aarika,Naira-Set<>,GIRLS KIDS WEAR,34,UNIDENTIFIED,1.0,0.0,1509.0,1930.0
90,S10019,31/03/2024,Aarika,Naira-Set<>,GIRLS KIDS WEAR,36,UNIDENTIFIED,1.0,0.0,1525.0,2010.0
91,S10036,31/03/2024,Aarika,Naira-Set<>,GIRLS KIDS WEAR,28,UNIDENTIFIED,1.0,0.0,0.0,1690.0
93,S7876,02/01/2024,Aarika,Lancha<>,GIRLS KIDS WEAR,38,UNIDENTIFIED,1.0,0.0,1018.0,3070.0
94,S8077,09/01/2024,Aarika,Lancha<>,GIRLS KIDS WEAR,32,UNIDENTIFIED,1.0,0.0,1007.0,2700.0
95,S8174,15/01/2024,Aarika,Lancha<>,GIRLS KIDS WEAR,28,UNIDENTIFIED,1.0,0.0,934.0,2470.0
96,S8584,30/01/2024,Aarika,Lancha<>,GIRLS KIDS WEAR,30,UNIDENTIFIED,1.0,0.0,970.0,2580.0
97,S8882,11/02/2024,Aarika,Lancha<>,GIRLS KIDS WEAR,22,UNIDENTIFIED,1.0,0.0,1792.0,2230.0
98,S8883,11/02/2024,Aarika,Lancha<>,GIRLS KIDS WEAR,20,UNIDENTIFIED,1.0,0.0,979.0,2180.0
99,S9037,18/02/2024,Aarika,Lancha<>,GIRLS KIDS WEAR,36,UNIDENTIFIED,1.0,0.0,1160.0,2950.0
100,S9153,24/02/2024,Aarika,Lancha<>,GIRLS KIDS WEAR,36,UNIDENTIFIED,1.0,0.0,2309.0,2950.0
101,S9672,17/03/2024,Aarika,Lancha<>,GIRLS KIDS WEAR,32,UNIDENTIFIED,1.0,0.0,2170.0,2700.0
102,S9914,27/03/2024,Aarika,Lancha<>,GIRLS KIDS WEAR,20,UNIDENTIFIED,1.0,0.0,875.0,2180.0
104,S8348,22/01/2024,Aarika,Coord set <>,GIRLS KIDS WEAR,24,UNIDENTIFIED,1.0,0.0,990.0,1150.0
105,S8583,30/01/2024,Aarika,Coord set <>,GIRLS KIDS WEAR,26,UNIDENTIFIED,1.0,0.0,833.0,1200.0
106,S8761,06/02/2024,Aarika,Coord set <>,GIRLS KIDS WEAR,32,UNIDENTIFIED,1.0,0.0,904.0,1360.0
107,S9440,08/03/2024,Aarika,Coord set <>,GIRLS KIDS WEAR,36,UNIDENTIFIED,1.0,0.0,964.0,1450.0
108,S9767,21/03/2024,Aarika,Coord set <>,GIRLS KIDS WEAR,34,UNIDENTIFIED,1.0,0.0,957.0,1400.0
109,S9779,21/03/2024,Aarika,Coord set <>,GIRLS KIDS WEAR,30,UNIDENTIFIED,1.0,0.0,904.0,1310.0
110,S9817,22/03/2024,Aarika,Coord set <>,GIRLS KIDS WEAR,36,UNIDENTIFIED,1.0,0.0,952.0,1450.0
112,S9839,23/03/2024,Aarika,Plazo-Set<>,GIRLS KIDS WEAR,32,UNIDENTIFIED,1.0,0.0,915.0,1890.0
114,S8556,28/01/2024,Aarika,Gharara<>,GIRLS KIDS WEAR,28,UNIDENTIFIED,1.0,0.0,1580.0,1970.0
115,S8719,04/02/2024,Aarika,Gharara<>,GIRLS KIDS WEAR,24,UNIDENTIFIED,1.0,0.0,913.0,1780.0
116,S8824,09/02/2024,Aarika,Gharara<>,GIRLS KIDS WEAR,24,UNIDENTIFIED,1.0,0.0,1384.0,1780.0
117,S9213,26/02/2024,Aarika,Gharara<>,GIRLS KIDS WEAR,36,UNIDENTIFIED,1.0,0.0,891.0,2420.0
118,S9316,03/03/2024,Aarika,Gharara<>,GIRLS KIDS WEAR,34,UNIDENTIFIED,1.0,0.0,1848.0,2290.0
119,S9359,04/03/2024,Aarika,Gharara<>,GIRLS KIDS WEAR,38,UNIDENTIFIED,1.0,0.0,952.0,2540.0
120,S9446,08/03/2024,Aarika,Gharara<>,GIRLS KIDS WEAR,22,UNIDENTIFIED,1.0,0.0,950.0,1740.0
121,S9844,23/03/2024,Aarika,Gharara<>,GIRLS KIDS WEAR,32,UNIDENTIFIED,1.0,0.0,990.0,2190.0
123,S8014,07/01/2024,Aarika,Aliya Cut <>,GIRLS KIDS WEAR,22,UNIDENTIFIED,1.0,0.0,1224.0,1530.0
124,S8156,14/01/2024,Aarika,Aliya Cut <>,GIRLS KIDS WEAR,28,UNIDENTIFIED,1.0,0.0,1456.0,1740.0
125,S8345,22/01/2024,Aarika,Aliya Cut <>,GIRLS KIDS WEAR,38,UNIDENTIFIED,1.0,0.0,952.0,2300.0
126,S8642,02/02/2024,Aarika,Aliya Cut <>,GIRLS KIDS WEAR,24,UNIDENTIFIED,1.0,0.0,927.0,1580.0
127,S8884,11/02/2024,Aarika,Aliya Cut <>,GIRLS KIDS WEAR,36,UNIDENTIFIED,1.0,0.0,967.0,2190.0
128,S9599,15/03/2024,Aarika,Aliya Cut <>,GIRLS KIDS WEAR,30,UNIDENTIFIED,1.0,0.0,1458.0,1850.0
129,S9653,17/03/2024,Aarika,Aliya Cut <>,GIRLS KIDS WEAR,26,UNIDENTIFIED,1.0,0.0,969.0,1640.0
130,S9883,24/03/2024,Aarika,Aliya Cut <>,GIRLS KIDS WEAR,34,UNIDENTIFIED,1.0,0.0,968.0,2080.0
132,S8556,28/01/2024,Aarika,Dhoti-Set<>,GIRLS KIDS WEAR,28,UNIDENTIFIED,1.0,0.0,1616.0,2010.0
133,S8712,04/02/2024,Aarika,Dhoti-Set<>,GIRLS KIDS WEAR,32,UNIDENTIFIED,1.0,0.0,1581.0,2230.0
134,S8747,06/02/2024,Aarika,Dhoti-Set<>,GIRLS KIDS WEAR,30,UNIDENTIFIED,1.0,0.0,0.0,2120.0
135,S8897,12/02/2024,Aarika,Dhoti-Set<>,GIRLS KIDS WEAR,34,UNIDENTIFIED,1.0,0.0,919.0,2350.0
136,S8944,14/02/2024,Aarika,Dhoti-Set<>,GIRLS KIDS WEAR,32,UNIDENTIFIED,1.0,0.0,1794.0,2230.0
137,S9307,02/03/2024,Aarika,Dhoti-Set<>,GIRLS KIDS WEAR,38,UNIDENTIFIED,1.0,0.0,952.0,2580.0
139,S8127,11/01/2024,Aarika,Aliya Cut <>,GIRLS KIDS WEAR,32,UNIDENTIFIED,1.0,0.0,951.0,2090.0
140,S8148,14/01/2024,Aarika,Aliya Cut <>,GIRLS KIDS WEAR,24,UNIDENTIFIED,1.0,0.0,1300.0,1650.0
141,S8476,26/01/2024,Aarika,Aliya Cut <>,GIRLS KIDS WEAR,30,UNIDENTIFIED,1.0,0.0,975.0,1980.0
142,S9152,24/02/2024,Aarika,Aliya Cut <>,GIRLS KIDS WEAR,38,UNIDENTIFIED,1.0,0.0,1946.0,2440.0
143,S9681,17/03/2024,Aarika,Aliya Cut <>,GIRLS KIDS WEAR,28,UNIDENTIFIED,1.0,0.0,972.0,1870.0
144,S10009,29/03/2024,Aarika,Aliya Cut <>,GIRLS KIDS WEAR,36,UNIDENTIFIED,1.0,0.0,1858.0,2320.0
146,S8857,11/02/2024,Aarkys,Suit+Jacket-Reversible ,BABA KIDS WEAR,36,Gagandeep Garments,1.0,0.0,985.0,1495.0
147,S9109,22/02/2024,Aarkys,Suit+Jacket-Reversible ,BABA KIDS WEAR,20,Gagandeep Garments,1.0,0.0,952.0,1255.0
149,S9861,23/03/2024,Aavali,H-Pant-Hosiery <,GIRLS WEAR,XXL,UNIDENTIFIED,1.0,0.0,299.0,335.0
151,S9468,09/03/2024,Aavali,Lower<,GIRLS WEAR,XL,UNIDENTIFIED,1.0,0.0,314.0,425.0
153,S8484,26/01/2024,Aayra,Gown Cottan,GIRLS WEAR,free,VIJAY SHREE GARMENTS,1.0,0.0,400.0,595.0
155,S8266,19/01/2024,Active plus,WOOLEN TOP<,Baby Woolen Wear,32,UNIDENTIFIED,1.0,0.0,653.0,685.0
157,S8317,21/01/2024,Activeboy,Suede P/O<,Baba Woolen Wear,32,UNIDENTIFIED,1.0,0.0,825.0,1160.0
158,S8827,09/02/2024,Activeboy,Suede P/O<,Baba Woolen Wear,26,UNIDENTIFIED,1.0,0.0,805.0,1040.0
160,S7955,05/01/2024,Activeboy,Suede P/O<,Baba Woolen Wear,34,UNIDENTIFIED,1.0,0.0,859.0,1245.0
161,S8023,07/01/2024,Activeboy,Suede P/O<,Baba Woolen Wear,34,UNIDENTIFIED,1.0,0.0,997.0,1245.0
163,S8642,02/02/2024,Activeboy,Suede P/O<,Baba Woolen Wear,26,UNIDENTIFIED,1.0,0.0,739.0,1085.0
165,S7998,07/01/2024,Activeboy,Jacket-Denim<>,Baba Woolen Wear,36,UNIDENTIFIED,1.0,0.0,1541.0,1925.0
166,S8024,07/01/2024,Activeboy,Jacket-Denim<>,Baba Woolen Wear,36,UNIDENTIFIED,1.0,0.0,1541.0,1925.0
168,S7896,03/01/2024,Activeboy,SWEATER<,Baba Woolen Wear,20,UNIDENTIFIED,1.0,0.0,666.0,935.0
169,S8131,11/01/2024,Activeboy,SWEATER<,Baba Woolen Wear,32,UNIDENTIFIED,1.0,0.0,947.0,1065.0
170,S8416,24/01/2024,Activeboy,SWEATER<,Baba Woolen Wear,34,UNIDENTIFIED,1.0,0.0,929.0,1085.0
172,S7928,04/01/2024,Activeboy,SWEATER<,Baba Woolen Wear,30,UNIDENTIFIED,1.0,0.0,702.0,1020.0
173,S8141,14/01/2024,Activeboy,SWEATER<,Baba Woolen Wear,28,UNIDENTIFIED,1.0,0.0,686.0,1000.0
175,S7979,06/01/2024,Activeboy,SWEATER<,Baba Woolen Wear,22,UNIDENTIFIED,1.0,0.0,848.0,995.0
177,S8044,08/01/2024,Activeboy,SWEATER<,Baba Woolen Wear,20,UNIDENTIFIED,1.0,0.0,775.0,965.0
178,S8081,10/01/2024,Activeboy,SWEATER<,Baba Woolen Wear,26,UNIDENTIFIED,1.0,0.0,899.0,1055.0
179,S8930,14/02/2024,Activeboy,SWEATER<,Baba Woolen Wear,24,UNIDENTIFIED,1.0,0.0,666.0,1025.0
181,S7884,03/01/2024,Activeboy,Coord set <>,Baba Woolen Wear,28,UNIDENTIFIED,1.0,0.0,984.0,1480.0
183,S8891,12/02/2024,Adey,JEANS<,GIRLS WEAR,28,Laxhmi Hosiery House,1.0,0.0,467.0,720.0
185,S8567,29/01/2024,Adidas,Suede P/O<,GIRLS WOOLEN,L,UNIDENTIFIED,1.0,0.0,428.0,550.0
187,S8085,10/01/2024,Adidas,Lower-Sports <,GENTS WEAR,XXL,UNIDENTIFIED,1.0,0.0,380.0,499.0
189,S8620,01/02/2024,A-first,Suit-Full<,BABA KIDS WEAR,16,UNIDENTIFIED,1.0,0.0,409.0,530.0
191,S8309,21/01/2024,A-first,Suit-Full<,BABA KIDS WEAR,26,UNIDENTIFIED,1.0,0.0,524.0,695.0
193,S9255,28/02/2024,Airgirl,T.P.H-Pant<>,GIRLS KIDS WEAR,22,UNIDENTIFIED,1.0,0.0,858.0,1085.0
195,S8988,16/02/2024,Ajc,T-Shirt-Half <,GENTS WEAR,40,UNIDENTIFIED,1.0,0.0,536.0,925.0
197,S8876,11/02/2024,Albion,TOP<,GIRLS KIDS WEAR,26,Laxhmi Hosiery House,1.0,0.0,410.0,600.0
198,S9483,10/03/2024,Albion,TOP<,GIRLS KIDS WEAR,36,Laxhmi Hosiery House,1.0,0.0,600.0,700.0
200,S9289,01/03/2024,Angelslook,Pant Top (set),GIRLS KIDS WEAR,28,UNIDENTIFIED,1.0,0.0,584.0,835.0
202,S7998,07/01/2024,Angelslook,Gharara<>,GIRLS KIDS WEAR,24,UNIDENTIFIED,1.0,0.0,972.0,1120.0
204,S7998,07/01/2024,Angelslook,Jeans-top+Jacket <>,GIRLS KIDS WEAR,34,Asha Marketing Co.,1.0,0.0,977.0,1405.0
205,S10012,29/03/2024,Angelslook,Jeans-top+Jacket <>,GIRLS KIDS WEAR,36,Asha Marketing Co.,1.0,0.0,1165.0,1445.0
207,S9516,11/03/2024,Anna,TOP<,GIRLS KIDS WEAR,36,Laxhmi Hosiery House,1.0,0.0,286.0,335.0
208,S9533,12/03/2024,Anna,TOP<,GIRLS KIDS WEAR,34,Laxhmi Hosiery House,1.0,0.0,219.0,325.0
209,S9604,15/03/2024,Anna,TOP<,GIRLS KIDS WEAR,32,Laxhmi Hosiery House,1.0,0.0,266.0,315.0
210,S9867,24/03/2024,Anna,TOP<,GIRLS KIDS WEAR,28,Laxhmi Hosiery House,1.0,0.0,200.0,295.0
211,S10024,31/03/2024,Anna,TOP<,GIRLS KIDS WEAR,24,Laxhmi Hosiery House,1.0,0.0,228.0,275.0
213,S9669,17/03/2024,Anna,Top-T-Shirt <,GIRLS KIDS WEAR,34,Laxhmi Hosiery House,1.0,0.0,181.0,265.0
214,S9794,21/03/2024,Anna,Top-T-Shirt <,GIRLS KIDS WEAR,24,Laxhmi Hosiery House,1.0,0.0,140.0,215.0
215,S9806,22/03/2024,Anna,Top-T-Shirt <,GIRLS KIDS WEAR,36,Laxhmi Hosiery House,1.0,0.0,218.0,275.0
217,S9626,16/03/2024,Anna,Top-T-Shirt <,GIRLS KIDS WEAR,26,Laxhmi Hosiery House,1.0,0.0,180.0,260.0
218,S9669,17/03/2024,Anna,Top-T-Shirt <,GIRLS KIDS WEAR,34,Laxhmi Hosiery House,1.0,0.0,214.0,300.0
219,S9670,17/03/2024,Anna,Top-T-Shirt <,GIRLS KIDS WEAR,32,Laxhmi Hosiery House,1.0,0.0,200.0,290.0
220,S9803,22/03/2024,Anna,Top-T-Shirt <,GIRLS KIDS WEAR,30,Laxhmi Hosiery House,1.0,0.0,191.0,280.0
221,S9806,22/03/2024,Anna,Top-T-Shirt <,GIRLS KIDS WEAR,36,Laxhmi Hosiery House,1.0,0.0,254.0,310.0
222,S10041,31/03/2024,Anna,Top-T-Shirt <,GIRLS KIDS WEAR,24,Laxhmi Hosiery House,1.0,0.0,210.0,250.0
224,S9516,11/03/2024,Anna,Top-T-Shirt <,GIRLS KIDS WEAR,36,Laxhmi Hosiery House,1.0,0.0,309.0,350.0
225,S9912,27/03/2024,Anna,Top-T-Shirt <,GIRLS KIDS WEAR,32,Laxhmi Hosiery House,1.0,0.0,239.0,330.0
226,S9920,27/03/2024,Anna,Top-T-Shirt <,GIRLS KIDS WEAR,34,Laxhmi Hosiery House,1.0,0.0,234.0,340.0
227,S9999,29/03/2024,Anna,Top-T-Shirt <,GIRLS KIDS WEAR,28,Laxhmi Hosiery House,1.0,0.0,271.0,310.0
228,S10041,31/03/2024,Anna,Top-T-Shirt <,GIRLS KIDS WEAR,24,Laxhmi Hosiery House,1.0,0.0,253.0,290.0
229,S10042,31/03/2024,Anna,Top-T-Shirt <,GIRLS KIDS WEAR,26,Laxhmi Hosiery House,1.0,0.0,261.0,300.0
231,S9794,21/03/2024,Anna,Top-T-Shirt <,GIRLS KIDS WEAR,24,Laxhmi Hosiery House,1.0,0.0,167.0,250.0
232,S9868,24/03/2024,Anna,Top-T-Shirt <,GIRLS KIDS WEAR,36,Laxhmi Hosiery House,1.0,0.0,261.0,310.0
233,S9872,24/03/2024,Anna,Top-T-Shirt <,GIRLS KIDS WEAR,32,Laxhmi Hosiery House,1.0,0.0,239.0,290.0
235,S9483,10/03/2024,Anna,Top-T-Shirt <,GIRLS KIDS WEAR,36,Laxhmi Hosiery House,1.0,0.0,223.0,270.0
237,S9649,17/03/2024,Anna,Top-T-Shirt <,GIRLS KIDS WEAR,24,Laxhmi Hosiery House,1.0,0.0,173.0,255.0
238,S9712,19/03/2024,Anna,Top-T-Shirt <,GIRLS KIDS WEAR,34,Laxhmi Hosiery House,1.0,0.0,210.0,305.0
239,S9867,24/03/2024,Anna,Top-T-Shirt <,GIRLS KIDS WEAR,28,Laxhmi Hosiery House,1.0,0.0,184.0,275.0
240,S9868,24/03/2024,Anna,Top-T-Shirt <,GIRLS KIDS WEAR,36,Laxhmi Hosiery House,1.0,0.0,266.0,315.0
242,S9539,12/03/2024,Anna,TOP<,GIRLS WEAR,XXL,UNIDENTIFIED,1.0,0.0,377.0,395.0
244,S9706,18/03/2024,Anna,Top-T-shirt-OverSize <,GIRLS WEAR,XXL,Laxhmi Hosiery House,1.0,0.0,330.0,525.0
246,S9796,21/03/2024,Anna,Track Suit,GIRLS WEAR,free,UNIDENTIFIED,1.0,0.0,878.0,970.0
248,S9726,20/03/2024,Annie,Frock-Hosiery <,GIRLS KIDS WEAR,3,Abeer Trading,1.0,0.0,301.0,0.0
249,S9738,20/03/2024,Annie,Frock-Hosiery <,GIRLS KIDS WEAR,3,Abeer Trading,1.0,0.0,251.0,0.0
250,S9837,23/03/2024,Annie,Frock-Hosiery <,GIRLS KIDS WEAR,2,Abeer Trading,1.0,0.0,286.0,0.0
251,S10025,31/03/2024,Annie,Frock-Hosiery <,GIRLS KIDS WEAR,1,Abeer Trading,1.0,0.0,266.0,0.0
253,S8638,02/02/2024,Anukul,Lower-Jogger-Hosiery <,BABA KIDS WEAR,26,S.R.Apparels,1.0,0.0,373.0,535.0
254,S9243,28/02/2024,Anukul,Lower-Jogger-Hosiery <,BABA KIDS WEAR,28,S.R.Apparels,1.0,0.0,412.0,555.0
256,S9907,26/03/2024,Anukul,T-Shirt-Half <,BABA KIDS WEAR,24,UNIDENTIFIED,1.0,0.0,486.0,610.0
258,S8293,21/01/2024,Anukul,T-Shirt-F<>,BABA KIDS WEAR,36,S.R.Apparels,1.0,0.0,818.0,1185.0
259,S8547,28/01/2024,Anukul,T-Shirt-F<>,BABA KIDS WEAR,28,S.R.Apparels,1.0,0.0,772.0,1105.0
260,S8766,07/02/2024,Anukul,T-Shirt-F<>,BABA KIDS WEAR,26,S.R.Apparels,1.0,0.0,924.0,1085.0
261,S9256,29/02/2024,Anukul,T-Shirt-F<>,BABA KIDS WEAR,30,S.R.Apparels,1.0,0.0,977.0,1125.0
263,S8877,11/02/2024,Anukul,T-Shirt-F<,BABA KIDS WEAR,28,UNIDENTIFIED,1.0,0.0,676.0,885.0
265,S8822,09/02/2024,Anukul,T-Shirt-F<,BABA KIDS WEAR,34,S.R.Apparels,1.0,0.0,677.0,1035.0
266,S8867,11/02/2024,Anukul,T-Shirt-F<,BABA KIDS WEAR,36,S.R.Apparels,1.0,0.0,929.0,1055.0
268,S8829,10/02/2024,Anukul,T-Shirt-F<,BABA KIDS WEAR,32,S.R.Apparels,1.0,0.0,660.0,985.0
269,S9029,18/02/2024,Anukul,T-Shirt-F<,BABA KIDS WEAR,20,S.R.Apparels,1.0,0.0,622.0,755.0
270,S9029,18/02/2024,Anukul,T-Shirt-F<,BABA KIDS WEAR,28,S.R.Apparels,1.0,0.0,803.0,945.0
272,S7958,05/01/2024,Anukul,T-Shirt-F<>,BABA KIDS WEAR,32,S.R.Apparels,1.0,0.0,859.0,1200.0
