Entry No.,Size,Entry Date,Category,Marketing Group,Manufacturing Co.,SALE QTY,Current Stock(Unit1),Qty(Unit1),Vendor,Free Qty(Unit1),Amount,Product MRP,Product Purchase Rate
B763,  38,06/01/2024,Shirt-Full<,BABA KIDS WEAR,UNIDENTIFIED,0.0,2.0,2.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B802,  32,25/01/2024,Cargo<,GIRLS KIDS WEAR,Laxhmi Hosiery House,0.0,1.0,1.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B802,  34,25/01/2024,Cargo<,GIRLS KIDS WEAR,Laxhmi Hosiery House,1.0,0.0,1.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B802,  36,25/01/2024,Cargo<,GIRLS KIDS WEAR,Laxhmi Hosiery House,1.0,0.0,1.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B802,  38,25/01/2024,Cargo<,GIRLS KIDS WEAR,Laxhmi Hosiery House,1.0,0.0,1.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B802,  40,25/01/2024,Cargo<,GIRLS KIDS WEAR,Laxhmi Hosiery House,1.0,0.0,1.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B802,  32,25/01/2024,Cargo<,GIRLS KIDS WEAR,Laxhmi Hosiery House,1.0,0.0,1.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B802,  34,25/01/2024,Cargo<,GIRLS KIDS WEAR,Laxhmi Hosiery House,1.0,0.0,1.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B802,  36,25/01/2024,Cargo<,GIRLS KIDS WEAR,Laxhmi Hosiery House,0.0,1.0,1.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B802,  38,25/01/2024,Cargo<,GIRLS KIDS WEAR,Laxhmi Hosiery House,0.0,1.0,1.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B802,  40,25/01/2024,Cargo<,GIRLS KIDS WEAR,Laxhmi Hosiery House,0.0,1.0,1.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B853,  28,06/03/2024,Jeans-Cargo-Straight Fit<,GIRLS WEAR,Laxhmi Hosiery House,1.0,1.0,2.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B853,  30,06/03/2024,Jeans-Cargo-Straight Fit<,GIRLS WEAR,Laxhmi Hosiery House,1.0,1.0,2.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B853,  28,06/03/2024,Jeans-Cargo-Straight Fit<,GIRLS WEAR,Laxhmi Hosiery House,2.0,0.0,2.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B853,  30,06/03/2024,Jeans-Cargo-Straight Fit<,GIRLS WEAR,Laxhmi Hosiery House,0.0,2.0,2.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B851,  28,06/03/2024,Jeans-Straight Fit<,GIRLS WEAR,Laxhmi Hosiery House,0.0,1.0,1.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B851,  30,06/03/2024,Jeans-Straight Fit<,GIRLS WEAR,Laxhmi Hosiery House,0.0,1.0,1.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B851,  28,06/03/2024,Jeans-Straight Fit<,GIRLS WEAR,Laxhmi Hosiery House,0.0,1.0,1.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B851,  30,06/03/2024,Jeans-Straight Fit<,GIRLS WEAR,Laxhmi Hosiery House,0.0,1.0,1.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B851,  30,06/03/2024,Jeans-Straight Fit<,GIRLS WEAR,Laxhmi Hosiery House,2.0,0.0,2.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B808,  24,28/01/2024,Lancha<>,GIRLS KIDS WEAR,Asha Marketing Co.,1.0,0.0,1.0,Asha Marketing Co.,0.0,0.0,0.0,0.0
B808,  26,28/01/2024,Lancha<>,GIRLS KIDS WEAR,Asha Marketing Co.,0.0,1.0,1.0,Asha Marketing Co.,0.0,0.0,0.0,0.0
B808,  28,28/01/2024,Lancha<>,GIRLS KIDS WEAR,Asha Marketing Co.,0.0,1.0,1.0,Asha Marketing Co.,0.0,0.0,0.0,0.0
B808,  30,28/01/2024,Lancha<>,GIRLS KIDS WEAR,Asha Marketing Co.,1.0,0.0,1.0,Asha Marketing Co.,0.0,0.0,0.0,0.0
B808,  32,28/01/2024,Lancha<>,GIRLS KIDS WEAR,Asha Marketing Co.,0.0,1.0,1.0,Asha Marketing Co.,0.0,0.0,0.0,0.0
B808,  34,28/01/2024,Lancha<>,GIRLS KIDS WEAR,Asha Marketing Co.,1.0,0.0,1.0,Asha Marketing Co.,0.0,0.0,0.0,0.0
B816,  16,16/02/2024,Suit-Full-Denim <,BABA KIDS WEAR,Asha Marketing Co.,1.0,0.0,1.0,Asha Marketing Co.,0.0,0.0,0.0,0.0
B816,  18,16/02/2024,Suit-Full-Denim <,BABA KIDS WEAR,Asha Marketing Co.,0.0,1.0,1.0,Asha Marketing Co.,0.0,0.0,0.0,0.0
B816,  20,16/02/2024,Suit-Full-Denim <,BABA KIDS WEAR,Asha Marketing Co.,0.0,1.0,1.0,Asha Marketing Co.,0.0,0.0,0.0,0.0
B816,  16,16/02/2024,Suit-Full-Denim <,BABA KIDS WEAR,Asha Marketing Co.,1.0,0.0,1.0,Asha Marketing Co.,0.0,0.0,0.0,0.0
B816,  18,16/02/2024,Suit-Full-Denim <,BABA KIDS WEAR,Asha Marketing Co.,1.0,0.0,1.0,Asha Marketing Co.,0.0,0.0,0.0,0.0
B816,  20,16/02/2024,Suit-Full-Denim <,BABA KIDS WEAR,Asha Marketing Co.,1.0,0.0,1.0,Asha Marketing Co.,0.0,0.0,0.0,0.0
B816,  20,16/02/2024,Suit-Full-Denim <,BABA KIDS WEAR,Asha Marketing Co.,0.0,2.0,2.0,Asha Marketing Co.,0.0,0.0,0.0,0.0
B816,  20,16/02/2024,Suit-Full-Denim <,BABA KIDS WEAR,Asha Marketing Co.,0.0,3.0,3.0,Asha Marketing Co.,0.0,0.0,0.0,0.0
B913,  26,15/03/2024,H-Pant-Hosiery <,BABA KIDS WEAR,Subhash Sales Agencies,2.0,4.0,6.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B913,  28,15/03/2024,H-Pant-Hosiery <,BABA KIDS WEAR,Subhash Sales Agencies,4.0,2.0,6.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B913,  30,15/03/2024,H-Pant-Hosiery <,BABA KIDS WEAR,Subhash Sales Agencies,0.0,6.0,6.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B913,  32,15/03/2024,H-Pant-Hosiery <,BABA KIDS WEAR,Subhash Sales Agencies,0.0,6.0,6.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B913,  34,15/03/2024,H-Pant-Hosiery <,BABA KIDS WEAR,Subhash Sales Agencies,1.0,5.0,6.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B913,  36,15/03/2024,H-Pant-Hosiery <,BABA KIDS WEAR,Subhash Sales Agencies,0.0,6.0,6.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B946,  32,29/03/2024,Lower-Cargo-Jogger<> ,BABA KIDS WEAR,Subhash Sales Agencies,0.0,6.0,6.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B946,  34,29/03/2024,Lower-Cargo-Jogger<> ,BABA KIDS WEAR,Subhash Sales Agencies,0.0,6.0,6.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B946,  36,29/03/2024,Lower-Cargo-Jogger<> ,BABA KIDS WEAR,Subhash Sales Agencies,0.0,6.0,6.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B913,  20,15/03/2024,coord set ,BABA KIDS WEAR,Subhash Sales Agencies,1.0,0.0,1.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B913,  22,15/03/2024,coord set ,BABA KIDS WEAR,Subhash Sales Agencies,1.0,0.0,1.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B913,  24,15/03/2024,coord set ,BABA KIDS WEAR,Subhash Sales Agencies,1.0,0.0,1.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B913,  26,15/03/2024,coord set ,BABA KIDS WEAR,Subhash Sales Agencies,1.0,0.0,1.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B913,  28,15/03/2024,coord set ,BABA KIDS WEAR,Subhash Sales Agencies,1.0,0.0,1.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B913,  30,15/03/2024,coord set ,BABA KIDS WEAR,Subhash Sales Agencies,1.0,0.0,1.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B832,  26,24/02/2024,coord set ,BABA KIDS WEAR,Subhash Sales Agencies,0.0,2.0,2.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B832,  28,24/02/2024,coord set ,BABA KIDS WEAR,Subhash Sales Agencies,2.0,0.0,2.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B832,  30,24/02/2024,coord set ,BABA KIDS WEAR,Subhash Sales Agencies,0.0,2.0,2.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B832,  32,24/02/2024,coord set ,BABA KIDS WEAR,Subhash Sales Agencies,0.0,2.0,2.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B832,  34,24/02/2024,coord set ,BABA KIDS WEAR,Subhash Sales Agencies,0.0,2.0,2.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B832,  36,24/02/2024,coord set ,BABA KIDS WEAR,Subhash Sales Agencies,0.0,2.0,2.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B833,  26,24/02/2024,coord set ,BABA KIDS WEAR,Subhash Sales Agencies,2.0,0.0,2.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B833,  28,24/02/2024,coord set ,BABA KIDS WEAR,Subhash Sales Agencies,2.0,0.0,2.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B833,  30,24/02/2024,coord set ,BABA KIDS WEAR,Subhash Sales Agencies,2.0,0.0,2.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B833,  32,24/02/2024,coord set ,BABA KIDS WEAR,Subhash Sales Agencies,2.0,0.0,2.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B833,  34,24/02/2024,coord set ,BABA KIDS WEAR,Subhash Sales Agencies,2.0,0.0,2.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B833,  36,24/02/2024,coord set ,BABA KIDS WEAR,Subhash Sales Agencies,1.0,1.0,2.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B834,  20,24/02/2024,coord set ,BABA KIDS WEAR,Subhash Sales Agencies,1.0,0.0,1.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B834,  22,24/02/2024,coord set ,BABA KIDS WEAR,Subhash Sales Agencies,1.0,0.0,1.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B834,  24,24/02/2024,coord set ,BABA KIDS WEAR,Subhash Sales Agencies,1.0,0.0,1.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B834,  26,24/02/2024,coord set ,BABA KIDS WEAR,Subhash Sales Agencies,1.0,0.0,1.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B834,  28,24/02/2024,coord set ,BABA KIDS WEAR,Subhash Sales Agencies,1.0,0.0,1.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B834,  30,24/02/2024,coord set ,BABA KIDS WEAR,Subhash Sales Agencies,1.0,0.0,1.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B834,  20,24/02/2024,coord set ,BABA KIDS WEAR,Subhash Sales Agencies,1.0,0.0,1.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B834,  22,24/02/2024,coord set ,BABA KIDS WEAR,Subhash Sales Agencies,1.0,0.0,1.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B834,  24,24/02/2024,coord set ,BABA KIDS WEAR,Subhash Sales Agencies,1.0,0.0,1.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B834,  26,24/02/2024,coord set ,BABA KIDS WEAR,Subhash Sales Agencies,1.0,0.0,1.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B834,  28,24/02/2024,coord set ,BABA KIDS WEAR,Subhash Sales Agencies,0.0,1.0,1.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B834,  30,24/02/2024,coord set ,BABA KIDS WEAR,Subhash Sales Agencies,1.0,0.0,1.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B834,  32,24/02/2024,coord set ,BABA KIDS WEAR,Subhash Sales Agencies,1.0,0.0,1.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B834,  34,24/02/2024,coord set ,BABA KIDS WEAR,Subhash Sales Agencies,0.0,1.0,1.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B834,  36,24/02/2024,coord set ,BABA KIDS WEAR,Subhash Sales Agencies,0.0,1.0,1.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B892,  26,15/03/2024,Capri-Denim-Cargo <,BABA KIDS WEAR,Dhanshree Trading Company,1.0,0.0,1.0,Dhanshree Trading Company,0.0,0.0,0.0,0.0
B892,  28,15/03/2024,Capri-Denim-Cargo <,BABA KIDS WEAR,Dhanshree Trading Company,0.0,2.0,2.0,Dhanshree Trading Company,0.0,0.0,0.0,0.0
B892,  30,15/03/2024,Capri-Denim-Cargo <,BABA KIDS WEAR,Dhanshree Trading Company,0.0,2.0,2.0,Dhanshree Trading Company,0.0,0.0,0.0,0.0
B892,  32,15/03/2024,Capri-Denim-Cargo <,BABA KIDS WEAR,Dhanshree Trading Company,2.0,0.0,2.0,Dhanshree Trading Company,0.0,0.0,0.0,0.0
B892,  34,15/03/2024,Capri-Denim-Cargo <,BABA KIDS WEAR,Dhanshree Trading Company,0.0,2.0,2.0,Dhanshree Trading Company,0.0,0.0,0.0,0.0
B892,  36,15/03/2024,Capri-Denim-Cargo <,BABA KIDS WEAR,Dhanshree Trading Company,0.0,2.0,2.0,Dhanshree Trading Company,0.0,0.0,0.0,0.0
B945,  30,29/03/2024,Lower-Jogger-Hosiery <,BABA KIDS WEAR,Subhash Sales Agencies,0.0,6.0,6.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B945,  32,29/03/2024,Lower-Jogger-Hosiery <,BABA KIDS WEAR,Subhash Sales Agencies,0.0,6.0,6.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B945,  34,29/03/2024,Lower-Jogger-Hosiery <,BABA KIDS WEAR,Subhash Sales Agencies,0.0,6.0,6.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B945,  36,29/03/2024,Lower-Jogger-Hosiery <,BABA KIDS WEAR,Subhash Sales Agencies,0.0,6.0,6.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B804,  38,26/01/2024,Lower-Hosiery <,GENTS WEAR,Subhash Sales Agencies,5.0,1.0,6.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B804,  40,26/01/2024,Lower-Hosiery <,GENTS WEAR,Subhash Sales Agencies,5.0,7.0,12.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B804,  42,26/01/2024,Lower-Hosiery <,GENTS WEAR,Subhash Sales Agencies,6.0,6.0,12.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B804,  44,26/01/2024,Lower-Hosiery <,GENTS WEAR,Subhash Sales Agencies,2.0,4.0,6.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B944,  30,29/03/2024,Lower-Hosiery <,GENTS WEAR,Subhash Sales Agencies,0.0,6.0,6.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B944,  32,29/03/2024,Lower-Hosiery <,GENTS WEAR,Subhash Sales Agencies,0.0,6.0,6.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B944,  34,29/03/2024,Lower-Hosiery <,GENTS WEAR,Subhash Sales Agencies,0.0,6.0,6.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B944,  36,29/03/2024,Lower-Hosiery <,GENTS WEAR,Subhash Sales Agencies,0.0,6.0,6.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B944,  38,29/03/2024,Lower-Hosiery <,GENTS WEAR,Subhash Sales Agencies,0.0,6.0,6.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B831,  26,24/02/2024,Capri-Hosiery <,BABA KIDS WEAR,Subhash Sales Agencies,1.0,5.0,6.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B831,  28,24/02/2024,Capri-Hosiery <,BABA KIDS WEAR,Subhash Sales Agencies,1.0,5.0,6.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B831,  30,24/02/2024,Capri-Hosiery <,BABA KIDS WEAR,Subhash Sales Agencies,0.0,6.0,6.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B831,  32,24/02/2024,Capri-Hosiery <,BABA KIDS WEAR,Subhash Sales Agencies,4.0,2.0,6.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B831,  34,24/02/2024,Capri-Hosiery <,BABA KIDS WEAR,Subhash Sales Agencies,5.0,1.0,6.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B911,  36,15/03/2024,Capri-Hosiery <,BABA KIDS WEAR,Subhash Sales Agencies,3.0,3.0,6.0,Subhash Sales Agencies,0.0,0.0,0.0,0.0
B817,  16,16/02/2024,Suit-Full-Denim <,BABA KIDS WEAR,Asha Marketing Co.,1.0,0.0,1.0,Asha Marketing Co.,0.0,0.0,0.0,0.0
B817,  18,16/02/2024,Suit-Full-Denim <,BABA KIDS WEAR,Asha Marketing Co.,0.0,1.0,1.0,Asha Marketing Co.,0.0,0.0,0.0,0.0
B817,  20,16/02/2024,Suit-Full-Denim <,BABA KIDS WEAR,Asha Marketing Co.,0.0,1.0,1.0,Asha Marketing Co.,0.0,0.0,0.0,0.0
B874,  18,07/03/2024,Suit-Half -Denim <,BABA KIDS WEAR,Abeer Trading,1.0,0.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B874,  20,07/03/2024,Suit-Half -Denim <,BABA KIDS WEAR,Abeer Trading,1.0,0.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B874,  22,07/03/2024,Suit-Half -Denim <,BABA KIDS WEAR,Abeer Trading,1.0,0.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B867,  XXL,06/03/2024,TOP<,GIRLS WEAR,Laxhmi Hosiery House,0.0,4.0,4.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B937,  20,27/03/2024,Shirt-Half <,BABA KIDS WEAR,Shri Rajendra Creation,0.0,1.0,1.0,Shri Rajendra Creation,0.0,0.0,0.0,0.0
B937,  22,27/03/2024,Shirt-Half <,BABA KIDS WEAR,Shri Rajendra Creation,1.0,0.0,1.0,Shri Rajendra Creation,0.0,0.0,0.0,0.0
B937,  24,27/03/2024,Shirt-Half <,BABA KIDS WEAR,Shri Rajendra Creation,0.0,1.0,1.0,Shri Rajendra Creation,0.0,0.0,0.0,0.0
B937,  26,27/03/2024,Shirt-Half <,BABA KIDS WEAR,Shri Rajendra Creation,0.0,1.0,1.0,Shri Rajendra Creation,0.0,0.0,0.0,0.0
B937,  28,27/03/2024,Shirt-Half <,BABA KIDS WEAR,Shri Rajendra Creation,0.0,1.0,1.0,Shri Rajendra Creation,0.0,0.0,0.0,0.0
B937,  30,27/03/2024,Shirt-Half <,BABA KIDS WEAR,Shri Rajendra Creation,0.0,1.0,1.0,Shri Rajendra Creation,0.0,0.0,0.0,0.0
B937,  32,27/03/2024,Shirt-Half <,BABA KIDS WEAR,Shri Rajendra Creation,1.0,0.0,1.0,Shri Rajendra Creation,0.0,0.0,0.0,0.0
B937,  34,27/03/2024,Shirt-Half <,BABA KIDS WEAR,Shri Rajendra Creation,0.0,1.0,1.0,Shri Rajendra Creation,0.0,0.0,0.0,0.0
B937,  36,27/03/2024,Shirt-Half <,BABA KIDS WEAR,Shri Rajendra Creation,0.0,1.0,1.0,Shri Rajendra Creation,0.0,0.0,0.0,0.0
B937,  20,27/03/2024,Shirt-Half <,BABA KIDS WEAR,Shri Rajendra Creation,0.0,1.0,1.0,Shri Rajendra Creation,0.0,0.0,0.0,0.0
B937,  22,27/03/2024,Shirt-Half <,BABA KIDS WEAR,Shri Rajendra Creation,1.0,0.0,1.0,Shri Rajendra Creation,0.0,0.0,0.0,0.0
B937,  24,27/03/2024,Shirt-Half <,BABA KIDS WEAR,Shri Rajendra Creation,0.0,2.0,2.0,Shri Rajendra Creation,0.0,0.0,0.0,0.0
B937,  26,27/03/2024,Shirt-Half <,BABA KIDS WEAR,Shri Rajendra Creation,1.0,0.0,1.0,Shri Rajendra Creation,0.0,0.0,0.0,0.0
B937,  28,27/03/2024,Shirt-Half <,BABA KIDS WEAR,Shri Rajendra Creation,1.0,0.0,1.0,Shri Rajendra Creation,0.0,0.0,0.0,0.0
B937,  32,27/03/2024,Shirt-Half <,BABA KIDS WEAR,Shri Rajendra Creation,0.0,1.0,1.0,Shri Rajendra Creation,0.0,0.0,0.0,0.0
B937,  34,27/03/2024,Shirt-Half <,BABA KIDS WEAR,Shri Rajendra Creation,0.0,1.0,1.0,Shri Rajendra Creation,0.0,0.0,0.0,0.0
B937,  36,27/03/2024,Shirt-Half <,BABA KIDS WEAR,Shri Rajendra Creation,0.0,1.0,1.0,Shri Rajendra Creation,0.0,0.0,0.0,0.0
B937,  20,27/03/2024,Shirt-Half <,BABA KIDS WEAR,Shri Rajendra Creation,1.0,0.0,1.0,Shri Rajendra Creation,0.0,0.0,0.0,0.0
B937,  22,27/03/2024,Shirt-Half <,BABA KIDS WEAR,Shri Rajendra Creation,1.0,0.0,1.0,Shri Rajendra Creation,0.0,0.0,0.0,0.0
B937,  24,27/03/2024,Shirt-Half <,BABA KIDS WEAR,Shri Rajendra Creation,1.0,0.0,1.0,Shri Rajendra Creation,0.0,0.0,0.0,0.0
B769,  28,09/01/2024,Trouser<,GIRLS WEAR,Laxhmi Hosiery House,0.0,3.0,3.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B769,  30,09/01/2024,Trouser<,GIRLS WEAR,Laxhmi Hosiery House,0.0,3.0,3.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B769,  32,09/01/2024,Trouser<,GIRLS WEAR,Laxhmi Hosiery House,1.0,2.0,3.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B769,  34,09/01/2024,Trouser<,GIRLS WEAR,Laxhmi Hosiery House,1.0,2.0,3.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B867,  free,06/03/2024,TOP<,GIRLS WEAR,Laxhmi Hosiery House,2.0,0.0,2.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B922,  20,19/03/2024,Shirt-Full<,BABA KIDS WEAR,R.S GARMENTS,0.0,1.0,1.0,R.S GARMENTS,0.0,0.0,0.0,0.0
B922,  22,19/03/2024,Shirt-Full<,BABA KIDS WEAR,R.S GARMENTS,0.0,1.0,1.0,R.S GARMENTS,0.0,0.0,0.0,0.0
B922,  24,19/03/2024,Shirt-Full<,BABA KIDS WEAR,R.S GARMENTS,0.0,1.0,1.0,R.S GARMENTS,0.0,0.0,0.0,0.0
B922,  26,19/03/2024,Shirt-Full<,BABA KIDS WEAR,R.S GARMENTS,0.0,1.0,1.0,R.S GARMENTS,0.0,0.0,0.0,0.0
B922,  28,19/03/2024,Shirt-Full<,BABA KIDS WEAR,R.S GARMENTS,0.0,1.0,1.0,R.S GARMENTS,0.0,0.0,0.0,0.0
B922,  30,19/03/2024,Shirt-Full<,BABA KIDS WEAR,R.S GARMENTS,0.0,1.0,1.0,R.S GARMENTS,0.0,0.0,0.0,0.0
B922,  32,19/03/2024,Shirt-Full<,BABA KIDS WEAR,R.S GARMENTS,0.0,1.0,1.0,R.S GARMENTS,0.0,0.0,0.0,0.0
B922,  34,19/03/2024,Shirt-Full<,BABA KIDS WEAR,R.S GARMENTS,0.0,1.0,1.0,R.S GARMENTS,0.0,0.0,0.0,0.0
B922,  38,19/03/2024,Shirt-Full<,BABA KIDS WEAR,R.S GARMENTS,0.0,1.0,1.0,R.S GARMENTS,0.0,0.0,0.0,0.0
B922,  20,19/03/2024,Shirt-Full<,BABA KIDS WEAR,R.S GARMENTS,0.0,1.0,1.0,R.S GARMENTS,0.0,0.0,0.0,0.0
B922,  22,19/03/2024,Shirt-Full<,BABA KIDS WEAR,R.S GARMENTS,0.0,1.0,1.0,R.S GARMENTS,0.0,0.0,0.0,0.0
B922,  24,19/03/2024,Shirt-Full<,BABA KIDS WEAR,R.S GARMENTS,0.0,1.0,1.0,R.S GARMENTS,0.0,0.0,0.0,0.0
B922,  26,19/03/2024,Shirt-Full<,BABA KIDS WEAR,R.S GARMENTS,0.0,1.0,1.0,R.S GARMENTS,0.0,0.0,0.0,0.0
B922,  28,19/03/2024,Shirt-Full<,BABA KIDS WEAR,R.S GARMENTS,0.0,1.0,1.0,R.S GARMENTS,0.0,0.0,0.0,0.0
B922,  30,19/03/2024,Shirt-Full<,BABA KIDS WEAR,R.S GARMENTS,0.0,1.0,1.0,R.S GARMENTS,0.0,0.0,0.0,0.0
B922,  32,19/03/2024,Shirt-Full<,BABA KIDS WEAR,R.S GARMENTS,0.0,1.0,1.0,R.S GARMENTS,0.0,0.0,0.0,0.0
B922,  34,19/03/2024,Shirt-Full<,BABA KIDS WEAR,R.S GARMENTS,0.0,1.0,1.0,R.S GARMENTS,0.0,0.0,0.0,0.0
B922,  36,19/03/2024,Shirt-Full<,BABA KIDS WEAR,R.S GARMENTS,0.0,1.0,1.0,R.S GARMENTS,0.0,0.0,0.0,0.0
B922,  38,19/03/2024,Shirt-Full<,BABA KIDS WEAR,R.S GARMENTS,0.0,1.0,1.0,R.S GARMENTS,0.0,0.0,0.0,0.0
B923,  18,19/03/2024,Shirt-Full<,BABA KIDS WEAR,R.S GARMENTS,0.0,2.0,2.0,R.S GARMENTS,0.0,0.0,0.0,0.0
B923,  20,19/03/2024,Shirt-Full<,BABA KIDS WEAR,R.S GARMENTS,0.0,2.0,2.0,R.S GARMENTS,0.0,0.0,0.0,0.0
B923,  22,19/03/2024,Shirt-Full<,BABA KIDS WEAR,R.S GARMENTS,0.0,2.0,2.0,R.S GARMENTS,0.0,0.0,0.0,0.0
B923,  24,19/03/2024,Shirt-Full<,BABA KIDS WEAR,R.S GARMENTS,0.0,2.0,2.0,R.S GARMENTS,0.0,0.0,0.0,0.0
B923,  26,19/03/2024,Shirt-Full<,BABA KIDS WEAR,R.S GARMENTS,0.0,2.0,2.0,R.S GARMENTS,0.0,0.0,0.0,0.0
B923,  28,19/03/2024,Shirt-Full<,BABA KIDS WEAR,R.S GARMENTS,0.0,2.0,2.0,R.S GARMENTS,0.0,0.0,0.0,0.0
B923,  30,19/03/2024,Shirt-Full<,BABA KIDS WEAR,R.S GARMENTS,0.0,2.0,2.0,R.S GARMENTS,0.0,0.0,0.0,0.0
B923,  32,19/03/2024,Shirt-Full<,BABA KIDS WEAR,R.S GARMENTS,0.0,2.0,2.0,R.S GARMENTS,0.0,0.0,0.0,0.0
B923,  34,19/03/2024,Shirt-Full<,BABA KIDS WEAR,R.S GARMENTS,0.0,2.0,2.0,R.S GARMENTS,0.0,0.0,0.0,0.0
B922,  18,19/03/2024,Shirt-Full<,BABA KIDS WEAR,R.S GARMENTS,0.0,3.0,3.0,R.S GARMENTS,0.0,0.0,0.0,0.0
